"ISO_A3","Country_Name","population_WDI","esperance_vie_hom","esperance_vie_fem","pop_0a14_pcent","pop_15a64_pcent","densite_pop","tx_mortalite_p1000","tx_fertilite","pop_rurale_pcent","imports_pcentGDP","exports_pcentGDP","dette_totale","aide_dvpt_pcentGDI","immigration","pop_refugies","transport_aerien","traffic_containers","PIB_par_habitant","PIB_pays","pauvrete_seuil_nat_pcentpop","pauvrete_5.50usd_pcentpop","GINI_index","taux_emploi_pcent","emploi_agric_pcentemploi","ratio_F_H_emploi","depense_recherche_pcentPIB","articles_scient","depense_milit_pcentPIB","surface_agri_pcent","surface_foret_pcent","zones_terr_protegees_pcent","pop_urbaine_pcent","pop_urb_1M_pcent","ressource_eau_pcapita","emissions_CO2","pop_expo_partic_fine_pcent","pop_diabete_pcent","mortalite_maladies_pcent","mortalite_infant_0a5","medecins_p1000","lits_hopital_p1000","depense_educ_pcentPIB","taux_scolarisation_pcent","taux_reussite_primaire_pcent","indice_parite_ecole","pop_rurale_sanitaire_pcent","acces_electricite_pcent","tourisme_internat_pcentexport","apport_nrj_alim_pcentbesoin","preval_obesite_adult_pcent","age_median","indice_dvpt_humain","ventes_PUT_kg_percapita","groupe_economie_pays","groupe_PIB_pays","continent","region_ONU","sous_region","region_WB","Long","Lat","temp_dec19","temp_jan20","temp_fev20","temp_mar20","temp_mean","population","cumul_tests","cumul_tests_p_million","type_test","AUC_SI","date_SI_sup0","date_SI_sup50","date_SI_max","SI_max","residential_change","residential_date_split","mobility_change_index","mobility_change_index_date_split","confirmed_30avr","deaths_30avr","recovered_30avr","confirmed_p_million","deaths_p_million","recovered_p_million","b_confirmed","Asym_confirmed","xmid_confirmed","b_deaths","Asym_deaths","xmid_deaths","b_recovered","Asym_recovered","xmid_recovered","date_first_cases","days_since_first_cases"
"UKR","Ukraine",44622516,66.7,76.7,15.8,67.8,77,14.8,1.3,30.6,55.7,48,20.7,1,50001,93263,7854842,1179000,9030,130832374404.882,1.3,5.6,26,54.2,14.5,74.1,0.4,10379.9,3.8,71.7,16.7,4,69.4,29.4,1217,5,100,6.1,24.7,8.7,"NA",8.8,5,"NA","NA","NA",93.6,100,3.8,119,26.1,40.6,0.75,71.9,"6. Developing region","4. Lower middle income","Europe","Europe","Eastern Europe","Europe & Central Asia",31.0614149227125,48.7912606810001,2.39998779296877,0.350000000000023,2.17998657226565,6.68999633789065,2.90499267578127,43733759,129723,2966.19826345135,"units unclear",4000.12,0,9,15,92.06,"NA","NA","NA","NA",10406,261,1238,237.939757247942,5.96792971763529,28.3076513043391,0.043126292966369,31691.8919943086,18384.3641137065,0.048954846075537,584.589371476816,18377.944935342,0.04764064719458,8792.34539356951,18396.1998759012,"2020-03-03",58
"URY","Uruguay",3449299,74,81.4,20.6,64.6,19.7,9.5,2,4.7,18.3,21.4,"NA","NA",-15000,19,"NA",797600,21940,59596885024.3487,8.1,2.8,39.5,64,8.1,75.8,0.5,852.2,2,82.6,10.7,3.4,95.3,46.3,27114,2,22,7.3,16.7,7.6,3.93,2.5,4.8,108.5,98.7,1,97.1,100,14.9,131,28.9,35,0.866,93,"5. Emerging region: G20","3. Upper middle income","South America","Americas","South America","Latin America & Caribbean",-55.8186557386326,-32.5266321784999,22.5500122070313,24.0599914550781,23.7000061035156,23.7000061035156,23.5025039672852,3473727,21164,6092.59161701538,"tests performed","NA",0,1,20,76.98,17.9376375641966,1,50.6159917636423,0.5,643,17,417,185.103780464038,4.89387911024672,120.043975821934,0.089595733069627,621.377261173625,18347.9067919955,0.059853470585999,22.7424749043545,18366.0530436571,0.106913783173489,440.514692441607,18360.6655736908,"2020-03-14",47
"USA","United States",326687501,76.1,81.1,18.7,65.5,35.8,8.6,1.7,17.7,15,12.1,"NA","NA",4774029,342,889022000,54688353,63690,20544343456936.5,"NA","NA","NA",62,1.3,82.3,2.8,422807.7,3.2,44.4,33.9,13,82.3,7.5,8851,16.5,3,10.8,14.6,6.5,2.59,2.9,"NA",101.8,98.8,1,99.9,100,10.2,148,37.3,38.1,0.92,201.1,"1. Developed region: G7","1. High income: OECD","North America","Americas","Northern America","North America",-99.6984278025896,37.2463646505001,3.45998535156252,2.92998657226565,2.80999145507815,10.0700012207031,4.81749114990237,329466283,7053366,21408.460786259,"inconsistent units (COVID Tracking Project)",3239.855,11,54,77,71.58,17.1663082437276,54,40.1780958404867,54,1069424,62996,153947,3245.92850674192,191.206212139165,467.261774401358,0.061626939202626,1444293.7223144,18363.4858501697,0.067175857852146,89562.888163386,18367.1512071454,0.036960862363533,558776.79854405,18391.3959172932,"2020-01-22",99
"UZB","Uzbekistan",32955400,69.4,73.7,28.7,66.9,77.5,4.7,2.4,49.5,23.9,21.8,12.7,1.1,-44314,3284,3056558,"NA",8810,50499921557.5105,"NA","NA","NA",65.1,23.9,67.1,0.2,353.9,3.6,62.9,7.5,3.4,50.5,"NA",531,3.4,100,6.5,24.5,21.4,"NA",4,5.7,103.7,98.4,1,100,100,9.3,"NA",15.3,28.6,0.92,307.2,"6. Developing region","4. Lower middle income","Asia","Asia","Central Asia","Europe & Central Asia",63.3895801793996,41.371429342,3.93999633789065,0.990014648437523,6.0200134277344,10.7000061035156,5.41250762939455,33469199,"NA","NA","NA",4159.9,-54,1,12,92.2,"NA","NA","NA","NA",2039,9,1133,60.9216850394298,0.26890395554432,33.8520201813016,0.102752927659829,2370.12776947764,18363.2288131583,0.031932720694843,30.5702304475533,18387.84275242,0.076438492988374,3701.46927527348,18383.757242006,"2020-03-15",46
"VAT","Vatican","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",117,"NA","NA",0.808,149.5,"2. Developed region: nonG7","2. High income: nonOECD","Europe","Europe","Southern Europe","Europe & Central Asia",12.4533766496396,41.903227631,14.6,12.5400024414063,13.7400146484375,13.9299865722656,13.7025009155274,809,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11,0,2,13597.0333745365,0,2472.18788627936,0.112627057707168,9.3793447285851,18345.748700903,0.099999998746877,3.27995050282241E-13,18350.0000000863,35.9232130057902,2,18359.0985364321,"2020-03-06",55
"VCT","St. Vincent and the Grenadines",110210,70.2,75,22.5,67.9,282.6,9.3,1.9,47.8,54.7,34.9,11.6,2.2,-1000,1255,"NA",19800,12160,811300000,"NA","NA","NA",65.9,10.7,70.6,"NA",1.2,"NA",25.6,69.2,22.4,52.2,32.4,919,1.9,100,11.6,23.2,16.4,"NA",2.5,5.8,110.7,92.7,1,"NA",100,76.3,121,23.8,33.6,0.71,28.3,"6. Developing region","3. Upper middle income","North America","Americas","Caribbean","Latin America & Caribbean",-61.1970480760872,13.2631696635001,26.6799865722656,25.9999938964844,25.8699890136719,25.7700134277344,26.0799957275391,110947,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",16,0,8,144.213002604847,0,72.1065013024237,0.215793421354262,13.9238562953842,18355.9480633376,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.009469655033973,6058293.52847243,18656.1731334944,"2020-03-14",47
"VEN","Venezuela, RB",28870195,68.4,76.1,27.7,65.1,32.7,7,2.3,11.8,"NA","NA","NA","NA",-3266243,21046,2137771,370800,"NA","NA","NA","NA","NA",59.7,8.3,60.7,"NA",639,"NA",24.5,52.7,54.1,88.2,"NA",26793,6.2,100,7,18.1,24.5,"NA","NA","NA",97.2,92.6,1,"NA",100,1.9,99,25.2,28.3,"NA","NA","5. Emerging region: G20","3. Upper middle income","South America","Americas","South America","Latin America & Caribbean",-65.4103305713681,6.4206298830001,22.9399963378906,24.3000122070313,25.5800109863281,25.1499877929688,24.4925018310547,28435943,"NA","NA","NA",3745.84,-15,-1,4,84.26,19.9739130434783,1,59.2492286115007,1,333,16,142,11.7105312807808,0.562668169647126,4.99368000561824,0.03709327155152,572.9730380543,18364.9223817944,0.188487786812445,10.2732922507097,18352.3981788326,0.076592859094922,165.355288162988,18356.7847137296,"2020-03-14",47
"VGB","British Virgin Islands",29802,"NA","NA","NA","NA",198.7,"NA","NA",52.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",46.7,24.1,9.1,47.7,"NA","NA",6.2,"NA",14.2,"NA","NA","NA","NA","NA",128.8,95.5,1,"NA",100,"NA","NA","NA",36.5,0.726,99.4,"2. Developed region: nonG7","1. High income: OECD","North America","Americas","Caribbean","Latin America & Caribbean",-64.6419328469195,18.4184634460001,27.2400146484375,26.4599853515625,27.3099914550781,26.2700134277344,26.8200012207031,30237,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",6,1,3,198.432384165096,33.072064027516,99.2161920825479,0.056360427559345,7.89516020956754,18360.1957831789,0.024129555819299,0.259683193164633,18300.7506340512,0.283123524297817,2.96849893482088,18363.1307852236,"2020-03-28",33
"VNM","Vietnam",95540395,71.2,79.4,23.2,69.6,308.1,6.3,2,64.1,98.8,101.6,5.9,0.7,-399999,334475,47049671,16374195,6930,245213686369.157,6.7,"NA","NA",77.4,37.4,88.3,0.5,4286.5,2.3,39.3,48.1,7.6,35.9,"NA",3919,1.8,100,6,17.1,20.7,0.82,"NA",4.3,109.2,110,"NA",77.7,100,3.9,126,2.1,30.5,0.693,37,"5. Emerging region: G20","4. Lower middle income","Asia","Asia","South-Eastern Asia","East Asia & Pacific",107.85285441103,15.9624291035001,20.1,21.1799865722656,21.0100036621094,23.4999938964844,21.4474960327149,97338583,261004,2681.40332390086,"units unclear",5025.925,2,63,69,97.35,9.67456445993031,63,29.3804702694086,63,270,0,219,2.77382299678638,0,2.24987865294895,0.099274144462532,284.292361665123,18341.1113630065,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.091364059681572,259.686463606467,18356.8184086213,"2020-01-23",98
"XKX","Kosovo",1845300,70,74.5,"NA","NA","NA",7,2,"NA",52.5,26.7,8.8,4.3,"NA","NA","NA","NA",11540,7938990793.20113,"NA",21.6,29,"NA","NA","NA","NA",278.4,0.8,"NA","NA","NA","NA",9.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",100,"NA","NA","NA",29.1,0.69,"NA","6. Developing region","4. Lower middle income","Europe","Europe","Southern Europe","Europe & Central Asia",20.896300907978,42.5555301925,1.7499938964844,-0.989996337890602,2.45000610351565,4.3799987792969,1.89750061035159,1810366,"NA","NA","NA",4098.205,-18,-13,-2,94.71,"NA","NA","NA","NA",806,22,271,445.213840737177,12.1522388290545,149.693487394262,0.05371108781875,1571.10343250731,18372.6577525787,0.084517452615653,32.8018700544103,18369.1043875458,0.026259464928534,4044.17815440298,18420.3991747892,"2020-03-26",35
"YEM","Yemen, Rep.",28498687,64.4,67.8,39.6,57.5,54,6,3.8,63.4,"NA","NA","NA","NA",-150000,31154,336310,"NA","NA",26914402223.7828,"NA","NA","NA",38,29,8.3,"NA",137.4,"NA",44.6,1,0.8,36.6,35.3,81,0.9,100,5.4,30.6,55,"NA",0.7,"NA","NA","NA","NA",42.8,79.2,12.4,91,14.1,19.5,"NA","NA","7. Least developed region","4. Lower middle income","Asia","Asia","Western Asia","Middle East & North Africa",47.485854502638,15.8023949240001,21.9999938964844,19.9800048828125,21.9800048828125,23.4599853515625,21.854997253418,29825968,"NA","NA","NA","NA","NA","NA","NA","NA",3.18606271777004,-21,12.1268767969139,-20,6,2,1,0.201166983079979,0.06705566102666,0.03352783051333,0.021665064337272,233815843.443744,18513.978757254,0.021770787059722,0.04507354288175,18300.0350957594,36.0615226319327,1,18375.098423476,"2020-04-10",20
"ZAF","South Africa",57779622,60.5,67.4,29.1,65.6,47.6,9.4,2.4,33.6,28.3,29.6,13.4,0.3,727026,489,23921748.1,4892400,13250,368288939768.322,"NA","NA","NA",56,5.1,79.1,"NA",13008.7,1,79.8,7.6,8,66.4,14.5,821,9,100,12.7,26.2,33.8,0.8,"NA",5.9,100.9,"NA",1,74.7,84.4,8.9,125,27,27.1,0.463,"NA","5. Emerging region: G20","3. Upper middle income","Africa","Africa","Southern Africa","Sub-Saharan Africa",26.1208916540715,-28.4745915729999,22.4800048828125,23.5400024414063,22.3000122070313,20.2499938964844,22.1425033569336,59308690,245747,4143.52433007709,"units unclear",3610.37,-42,13,21,91.4,31.2926829268293,21,64.9181881533101,21,5647,103,2073,95.2137030846576,1.73667636226664,34.9527194075607,0.020330214383288,38144.1543593316,18415.0536683191,0.055108609180057,233.023043802828,18377.8558901897,0.058716563848804,5079.3391727343,18380.1159210091,"2020-03-05",56
"ZMB","Zambia",17351822,60.5,66.4,44.9,53,23.3,6.5,4.6,56.5,33.8,35.2,9.3,3.8,-40000,284,8904,"NA",4100,26720073435.9014,"NA","NA","NA",74.6,48.8,89,"NA",213.1,1.4,32.1,65.2,37.9,43.5,10.5,5208,0.3,100,4.5,17.9,57.8,0.09,"NA",3.7,98.7,"NA","NA",18.9,40.3,7.4,91,6.5,16.8,0.591,"NA","7. Least developed region","4. Lower middle income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",25.4152401229547,-13.1255026245,24.5200134277344,23.7499938964844,23.9999938964844,22.8900085449219,23.7900024414063,18383956,"NA","NA","NA",2289.905,-26,22,28,62.45,9.4404181184669,8,15.6518181885415,8,106,3,55,5.76589717686444,0.163185769156541,2.99173910120324,0.029250283499724,277.038899526527,18383.3972344151,0.118257631195169,3.36096545404331,18359.6101346486,0.163899324899008,44.7635411865945,18361.1152128849,"2020-03-18",43
"ZWE","Zimbabwe",14439018,59.5,62.6,42.4,54.7,37.3,7.9,3.6,67.8,29.3,19,14.3,2.6,-584288,15629,282539,"NA",3020,31000519447.175,"NA",81.3,44.3,83.1,66.5,87.8,"NA",359.3,2.2,41.9,35.5,27.2,32.2,"NA",902,0.9,100,1.8,19.3,46.2,"NA","NA","NA","NA","NA","NA",31.5,40.4,3.4,85,12.3,20,0.563,"NA","5. Emerging region: G20","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",29.328271790518,-19.0076242064999,23.9699951171875,22.5700012207031,21.2199951171875,20.4999938964844,22.0649963378906,14862927,"NA","NA","NA",3535,-53,3,10,91.4,35.7471590909091,9,62.9568181818182,9,40,4,5,2.69125993823424,0.269125993823424,0.33640749227928,0.040945243024862,73.6426329568093,18373.7329781823,0.070231156356382,4.95006030440971,18357.3928983035,0.035926061928958,88.6351046037959,18410.886301125,"2020-03-20",41
