ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
SYC,Seychelles,96762,68.5,77.4,23.6,68.8,210.4,8.5,2.4,43.3,102.1,89.9,NA,NA,-1000,13,455201,NA,29120,1590180446.19384,NA,NA,NA,NA,NA,NA,NA,9.5,1.4,3.4,88.4,42.1,56.7,31.8,NA,5.4,100,12.3,21.2,14.5,0.95,NA,4.4,99.8,102.2,1.1,NA,100,35.4,99,14.6,35.4,0.937,158.4,6. Developing region,3. Upper middle income,Seven seas (open ocean),Africa,Eastern Africa,Sub-Saharan Africa,46.3495985831148,-9.34160735499992,29.5500122070313,26.9099975585938,28.0800109863281,26.9599853515625,27.8750015258789,98340,11,0,6,111.856823266219,0,61.012812690665,0.14534219000504,11.0888409704405,18339.0254436864,4.29839421885559e-37,6.36039264313014e-101,0,1,21,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,3.6396585896831,5.61947825226945,18368.4270512736,2.06798310938852e-5,5.55372448032823e-105,0,1,24,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,Syrian Arab Republic,16906283,66.6,77.8,31.4,64.1,92.1,5.4,2.8,45.8,NA,NA,NA,NA,-2136954,6654386,17896.9,105747,NA,NA,NA,NA,NA,44.1,10.7,19.5,NA,274.7,NA,75.8,2.7,0.7,54.2,NA,381,1.6,100,13.5,21.8,16.7,1.22,1.5,NA,NA,NA,NA,91,89.6,NA,127,25.8,24.3,0.946,193.9,6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,Middle East & North Africa,38.5618238112465,34.8081326325001,8.29000244140627,6.11000976562502,7.93999633789065,13.5400024414063,8.97000274658205,17500657,43,3,21,2.45705061244272,0.171422135751818,1.19995495026272,0.078650840665464,53.7779327745992,18358.933421805,5.54263116805151e-32,1.92895178205753e-50,0,1,25,0.16306733319672,2.74165405483975,18350.5853829008,5.66995971578295e-11,6.1383181438798e-53,0,1,24,0.008008111408794,23516164.8773198,18710.5582165295,0.52669505941052,0.965810102366023,3.52243700808687e-45,0,98,2020-03-22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,Turks and Caicos Islands,37665,NA,NA,NA,NA,39.6,NA,NA,6.9,NA,NA,NA,NA,NA,16,NA,NA,24580,1022312010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,36.2,44.4,93.1,8.5,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,33.3,0.549,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-71.7574369943542,21.8037783875,25.6599975585938,24.8000122070313,26.0599914550781,25.089990234375,25.4024978637696,38718,12,1,5,309.93336432667,25.8277803605558,129.138901802779,0.127410018559491,11.9642773514935,18352.8895033252,1.74847673835012e-27,2.28181554351754e-70,0,1,31,28.6419378222722,1.00000000000038,18356.1152935229,2.21323075257641e-56,0,0,1,39,3.61060163154901,4.50559504160551,18373.4282005193,1.68143941816755e-5,1.69931595833601e-94,0,1,24,2020-03-28,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCD,Chad,15477751,52.6,55.4,47.1,50.4,12.3,12.1,5.7,76.9,39.7,33.9,NA,7.9,10000,10898,NA,NA,1930,11273115239.4255,NA,NA,NA,70.7,76.6,82.5,NA,15.5,2.1,39.7,3.8,20.4,23.1,NA,1098,0.1,100,6,23.9,119,0.05,NA,NA,NA,NA,NA,1.9,10.9,NA,98,4.8,17.8,NA,108.7,7. Least developed region,5. Low income,Africa,Africa,Middle Africa,Sub-Saharan Africa,18.5398199010567,15.4443426515001,25.1700073242188,23.5800109863281,25.4900146484375,30.9399963378906,26.2950073242188,16425859,73,5,33,4.44421201959666,0.304398083534018,2.00902735132452,0.019941286463829,1182.43365032328,18436.4942365841,9.32984330031223e-5,0.280487464750363,8.40710610321642e-178,1,43,0.125875038079003,815.339111369355,18394.9625689059,0.14404719122647,0.800307428780243,2.6695162402626e-205,1,32,0.009752391646925,28887013.9171237,18651.8553802708,0.453546838250627,0.959504660592741,4.6265461134103e-59,0,98,2020-03-19,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
TGO,Togo,7889094,59.9,61.6,41.3,55.8,145,8.4,4.3,58.3,43.7,33.1,5,5.5,-9999,8040,566295,1193800,1780,5358722982.70893,NA,NA,NA,77.6,37.7,96.6,NA,86.1,2,70.2,3.1,27.6,41.7,20.1,1611,0.4,100,2.4,23.6,69.8,NA,NA,5,124.4,91.6,0.9,7.4,48,15.5,113,7.1,19.8,0.528,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,1.01512369555287,8.63447408050012,27.5599914550781,27.7400146484375,29.5599914550781,30.4399963378906,28.8249984741211,8278737,116,9,65,14.011799142792,1.08712234728558,7.85143917484032,0.0753440702497,115.989780275811,18354.0062432574,1.35552022634171e-32,5.49805326487777e-56,0,1,27,0.052876498131645,11.0883554687362,18366.1695943053,1.27430394301807e-10,6.26093954332523e-11,5.86393094973293e-274,1,10,0.077100155255371,85.4068535439233,18363.4606622254,8.8283782641858e-28,6.74420543593207e-39,0,1,19,2020-03-06,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
THA,Thailand,69428524,73.2,80.7,17.1,71,135.9,7.7,1.5,50.1,54.3,68.2,4.7,-0.1,97222,192,76053042.8,11185200,18200,504992757704.997,9.9,7.8,36.5,67.3,31.6,77.8,1,12513.8,1.3,43.3,32.2,18.8,49.9,NA,3280,4.6,100,7,14.5,9.1,0.45,NA,NA,99.6,93.5,1,98.3,100,19.6,116,10.8,37.7,0.765,75.2,5. Emerging region: G20,3. Upper middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,101.693023347356,13.0323806795001,26.3000122070313,27.9500061035156,27.8999877929688,29.7600036621094,27.9775024414063,69799978,2954,54,2684,42.3209302444193,0.773639212321815,38.4527341828102,0.112212786883858,2992.81078573279,18347.4516639787,2.33893342205162e-85,5.78459777967406e-136,0,1,15,0.114560023158448,56.615136922229,18356.1459541439,6.14198891815111e-67,1.39490944616172e-106,0,1,9,0.06434709796339,4064.74215823843,18366.3346939615,8.48950958997575e-39,5.02575048168313e-43,0,1,30,2020-01-22,99,75268,1078.33844875997,people tested,2020-05-03,NA,NA,NA,NA,NA
TLS,Timor-Leste,1267972,67.3,71.4,37.8,57.9,85.3,6,4,69.4,59.9,61.1,0.2,8.6,-26924,16,NA,NA,7010,2581000000,NA,NA,NA,67.3,44.5,85.1,NA,13.9,0.6,25.6,45.4,13.1,30.6,21.9,6995,0.4,100,6.7,19.9,45.8,0.72,NA,5.3,119.8,99.9,1,43.8,80.4,64,103,2.9,18.9,0.626,NA,7. Least developed region,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,125.763978442611,-8.88107675599994,27.8099914550781,26.6,26.5200134277344,26.3300109863281,26.8150039672852,1318442,24,0,16,18.2033035962143,0,12.1355357308095,0.414328175595681,24.107609355756,18366.4877052307,2.84678472495201e-29,1.73251391915103e-92,0,1,40,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.035125244498801,71292737.1097657,18459.816827785,0.663203807735111,0.978497247821667,1.28157465499908e-87,0,95,2020-03-22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTO,Trinidad and Tobago,1389858,70.8,76.1,20.4,68.8,270.9,8.4,1.7,46.8,NA,NA,NA,NA,-3999,322,2525130,358500,30980,23808146747.7994,NA,NA,NA,60,3,71.3,0.1,211.2,0.8,10.5,46,30.6,53.2,19.8,2819,34,100,11,21.3,18.3,NA,2.7,NA,NA,NA,NA,NA,100,4.9,128,19.7,36,0.513,NA,6. Developing region,2. High income: nonOECD,North America,Americas,Caribbean,Latin America & Caribbean,-61.2595602026552,10.4399885110001,27.3000122070313,26.8200012207031,26.7799926757813,26.9500061035156,26.9625030517578,1399491,116,8,72,82.887278303326,5.71636402091904,51.4472761882713,0.164692368010868,115.544664809443,18343.6714539252,1.49554587684942e-48,1.35279775780842e-114,0,1,19,0.24341809972881,8.15888378654512,18350.1413009442,3.24297041716964e-40,2.01516000212508e-111,0,1,10,0.053395055913499,261.622852395173,18386.5304894841,9.47040354850654e-10,7.68466181501e-4,8.85366459640472e-254,1,19,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUN,Tunisia,11565204,74.5,78.5,24.2,67.5,74.4,6.3,2.2,31.1,56.9,44.4,16.8,2.1,-20000,1999,4274199,493300,12070,39871132267.9361,NA,NA,NA,46.1,13,34.2,NA,5564.9,2.1,64.8,6.8,7.9,68.9,36.9,379,2.6,100,8.5,16.1,17,1.27,2.1,NA,115.6,95.1,NA,81.4,100,11.9,144,27.3,31.6,0.799,NA,6. Developing region,3. Upper middle income,Africa,Africa,Northern Africa,Middle East & North Africa,8.86272537879475,33.7914139815,15.3999877929688,13.110009765625,16.5800109863281,18.5800109863281,15.9175048828125,11818618,994,41,305,84.1045882014293,3.46910273265453,25.8067398404788,0.092843420412195,1038.83916664052,18352.3557646692,2.58597430970665e-70,4.43684461510573e-107,0,1,28,0.111107868531343,42.7516466305752,18354.3255205883,2.99533674939162e-51,2.26719186347766e-91,0,1,8,0.070633274594663,857.554298680594,18381.7703060108,9.07801562949252e-8,5.76685447748e-4,3.2551351571714e-263,1,22,2020-03-04,57,24055,2035.34795692694,units unclear,2020-05-01,NA,NA,NA,NA,NA
TUR,Turkey,82319724,74.4,80.3,24.6,66.9,107,5.4,2.1,24.9,29.3,24.8,40.2,0.2,1419610,68903,115595495.8,9943000,27640,771350330455.267,NA,9.2,41.4,52.8,18.4,46.9,1,33535.8,2.5,49.8,15.4,0.2,75.1,NA,2939,4.5,100,11.1,16.1,10.6,NA,2.7,NA,93.2,89.7,1,89.9,100,16.6,157,32.2,30.9,0.739,82.3,4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,Europe & Central Asia,35.4785357076282,38.9610467535001,2.96999511718752,-0.079992675781227,1.30999145507815,7.0100036621094,2.80249938964846,84339067,120204,3174,48886,1425.24697362374,37.6338049838754,579.636480920521,0.076759810714035,155789.581662924,18364.1496212313,6.74492563893939e-103,6.32087623180257e-116,0,1,11,0.063383449035394,5027.43802349656,18369.586155194,7.10998291527044e-103,1.20033769710708e-102,0,1,10,0.016167710917402,110182120.131075,18508.3477115424,1.309375779476e-16,0.24567478115893,2.54748067640128e-194,1,78,2020-03-11,50,1111366,13177.3570604,tests performed,2020-05-03,NA,NA,NA,NA,NA
TWN,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,40.7,0.806,81.1,2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Eastern Asia,East Asia & Pacific,120.827917860905,23.6166491100001,16.6400085449219,15.3900085449219,15.8300109863281,18.4200073242188,16.5700088500977,23816775,429,6,322,18.0125142887734,0.251923276766061,13.5198825197786,0.1025502384306,437.647260749341,18341.7297112807,3.49583923489505e-34,6.29808816213091e-83,0,1,26,0.075264630118926,6.8660377761796,18344.490664234,9.67884686506127e-12,7.76621598200178e-35,2.481417161e-314,1,33,0.013171798478875,24701.8990006119,18492.0614945323,3.69949646519605e-5,0.398024190426418,7.29390936724439e-158,1,49,2020-01-22,99,64094,2691.12841684065,tests performed,2020-05-02,NA,NA,NA,NA,NA
TZA,Tanzania,56318348,63.2,66.8,44.1,53.3,63.6,6.4,4.9,66.2,17.1,15.1,8.4,4.4,-200381,735,1481557,1190000,3140,58001200572.3965,26.4,91.7,40.5,83.4,65.3,91.1,NA,602.7,1.2,44.8,51.6,38.1,33.8,7,1681,0.2,100,5.7,17.9,53,NA,NA,NA,89.2,NA,1,23.7,32.8,29.4,108,7.1,17.7,NA,NA,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,34.2088637896023,-6.35411773399994,21.6799865722656,20.8799987792969,21.3799987792969,20.9999938964844,21.234994506836,59734213,480,16,167,8.03559594900832,0.267853198300277,2.79571775725914,0.081430154387716,806.475866998938,18376.2088140825,1.79218197561619e-8,1.75338493249394e-6,1.59998627826641e-279,1,26,0.057078533222121,34.5827828022976,18379.6998922152,9.94034841519362e-7,8.01029437192e-4,8.22632715625282e-252,1,11,0.020352355283441,479234389.47522,18514.5560577635,0.638367952069194,0.976071890630711,7.74327752073589e-69,0,97,2020-03-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
UGA,Uganda,42723139,60.7,65.2,46.9,51.1,213.1,6.6,5,76.2,25.3,18.2,3.7,7.3,843469,7035,21537,NA,1970,27461440192.3549,NA,NA,NA,70.3,72.7,90.6,NA,673.1,1.4,71.9,9.7,16.1,23.8,12.1,1057,0.1,100,2.5,21.9,46.4,NA,NA,2.6,102.7,52.7,NA,16.2,22,18.6,95,4.1,15.8,0.528,NA,7. Least developed region,5. Low income,Africa,Africa,Eastern Africa,Sub-Saharan Africa,32.6841035768385,1.38016798850006,24.8300109863281,25.4399963378906,26.0500122070313,25.9200073242188,25.5600067138672,45741000,83,0,52,1.81456461380381,0,1.13683566166022,0.109679064540481,73.1003284730588,18349.7267850482,8.00380067181065e-20,2.44920026271099e-57,0,1,30,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.23031303527738,54.5239600398755,18368.6004083864,7.90908196933391e-42,9.88642272403146e-82,0,1,12,2020-03-21,40,33802,738.986904527667,samples tested,2020-05-01,NA,NA,NA,NA,NA
UKR,Ukraine,44622516,66.7,76.7,15.8,67.8,77,14.8,1.3,30.6,55.7,48,20.7,1,50001,93263,7854842,1179000,9030,130832374404.882,1.3,5.6,26,54.2,14.5,74.1,0.4,10379.9,3.8,71.7,16.7,4,69.4,29.4,1217,5,100,6.1,24.7,8.7,NA,8.8,5,NA,NA,NA,93.6,100,3.8,119,26.1,40.6,0.75,71.9,6. Developing region,4. Lower middle income,Europe,Europe,Eastern Europe,Europe & Central Asia,31.0614149227125,48.7912606810001,2.39998779296877,0.350000000000023,2.17998657226565,6.68999633789065,2.90499267578127,43733759,10406,261,1238,237.939757247942,5.96792971763529,28.3076513043391,0.043126292966369,31691.8919943086,18384.3641137065,4.05540276249839e-63,2.99027253871502e-41,8e-323,1,16,0.048954846075537,584.589371476816,18377.944935342,2.05974841056354e-64,5.95777652473133e-50,0,1,8,0.04764064719458,8792.34539356951,18396.1998759012,1.20185393149334e-12,0.003116879642343,6.49892096778366e-250,1,20,2020-03-03,58,129723,2966.19826345135,units unclear,2020-05-03,NA,NA,NA,NA,NA
URY,Uruguay,3449299,74,81.4,20.6,64.6,19.7,9.5,2,4.7,18.3,21.4,NA,NA,-15000,19,NA,797600,21940,59596885024.3487,8.1,2.8,39.5,64,8.1,75.8,0.5,852.2,2,82.6,10.7,3.4,95.3,46.3,27114,2,22,7.3,16.7,7.6,3.93,2.5,4.8,108.5,98.7,1,97.1,100,14.9,131,28.9,35,0.866,93,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-55.8186557386326,-32.5266321784999,22.5500122070313,24.0599914550781,23.7000061035156,23.7000061035156,23.5025039672852,3473727,643,17,417,185.103780464038,4.89387911024672,120.043975821934,0.089595733069627,621.377261173625,18347.9067919955,2.40612613425e-47,1.08543520403313e-86,0,1,23,0.059853470585999,22.7424749043545,18366.0530436571,3.85275478627982e-17,3.60560449812729e-19,4.76467165153785e-296,1,9,0.106913783173489,440.514692441607,18360.6655736908,1.84180279064179e-47,6.36745227922387e-76,0,1,29,2020-03-14,47,21164,6092.59161701538,tests performed,2020-05-03,NA,NA,NA,NA,NA
USA,United States,326687501,76.1,81.1,18.7,65.5,35.8,8.6,1.7,17.7,15,12.1,NA,NA,4774029,342,889022000,54688353,63690,20544343456936.5,NA,NA,NA,62,1.3,82.3,2.8,422807.7,3.2,44.4,33.9,13,82.3,7.5,8851,16.5,3,10.8,14.6,6.5,2.59,2.9,NA,101.8,98.8,1,99.9,100,10.2,148,37.3,38.1,0.92,201.1,1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,North America,-99.6984278025896,37.2463646505001,3.45998535156252,2.92998657226565,2.80999145507815,10.0700012207031,4.81749114990237,329466283,1069424,62996,153947,3245.92850674192,191.206212139165,467.261774401358,0.061626939202626,1444293.7223144,18363.4858501697,8.71822278865577e-86,1.20064194295793e-93,0,1,10,0.067175857852146,89562.888163386,18367.1512071454,8.80041619331762e-99,1.57132646496175e-103,0,1,9,0.036960862363533,558776.79854405,18391.3959172932,8.17364655009759e-17,6.39719361066563e-6,2.875809585447e-253,1,56,2020-01-22,99,6816347,20689.0578845666,inconsistent units (COVID Tracking Project),2020-05-02,NA,NA,NA,NA,NA
UZB,Uzbekistan,32955400,69.4,73.7,28.7,66.9,77.5,4.7,2.4,49.5,23.9,21.8,12.7,1.1,-44314,3284,3056558,NA,8810,50499921557.5105,NA,NA,NA,65.1,23.9,67.1,0.2,353.9,3.6,62.9,7.5,3.4,50.5,NA,531,3.4,100,6.5,24.5,21.4,NA,4,5.7,103.7,98.4,1,100,100,9.3,NA,15.3,28.6,0.92,307.2,6. Developing region,4. Lower middle income,Asia,Asia,Central Asia,Europe & Central Asia,63.3895801793996,41.371429342,3.93999633789065,0.990014648437523,6.0200134277344,10.7000061035156,5.41250762939455,33469199,2039,9,1133,60.9216850394298,0.26890395554432,33.8520201813016,0.102752927659829,2370.12776947764,18363.2288131583,5.67238755218261e-48,1.36861694975184e-70,0,1,33,0.031932720694843,30.5702304475533,18387.84275242,9.81131121719374e-10,5.33322255464e-4,8.0587213500071e-233,1,11,0.076438492988374,3701.46927527348,18383.757242006,2.44395551492017e-27,3.08746845945148e-13,9.97121043101791e-305,1,21,2020-03-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
VAT,Vatican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,0.808,149.5,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,Europe & Central Asia,12.4533766496396,41.903227631,14.6,12.5400024414063,13.7400146484375,13.9299865722656,13.7025009155274,809,11,0,2,13597.0333745365,0,2472.18788627936,0.112627057707168,9.3793447285851,18345.748700903,3.63860415108008e-24,3.596903452585e-69,0,1,28,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,35.9232130057902,2,18359.0985364321,4.75187118157613e-71,0,0,1,57,2020-03-06,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCT,St. Vincent and the Grenadines,110210,70.2,75,22.5,67.9,282.6,9.3,1.9,47.8,54.7,34.9,11.6,2.2,-1000,1255,NA,19800,12160,811300000,NA,NA,NA,65.9,10.7,70.6,NA,1.2,NA,25.6,69.2,22.4,52.2,32.4,919,1.9,100,11.6,23.2,16.4,NA,2.5,5.8,110.7,92.7,1,NA,100,76.3,121,23.8,33.6,0.71,28.3,6. Developing region,3. Upper middle income,North America,Americas,Caribbean,Latin America & Caribbean,-61.1970480760872,13.2631696635001,26.6799865722656,25.9999938964844,25.8699890136719,25.7700134277344,26.0799957275391,110947,16,0,8,144.213002604847,0,72.1065013024237,0.215793421354262,13.9238562953842,18355.9480633376,1.67376298018519e-21,1.68670627291697e-76,0,1,36,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.009469655033973,6058293.52847243,18656.1731334944,0.517259773016417,0.96384367901935,1.41990941605393e-52,0,97,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,4
VEN,"Venezuela, RB",28870195,68.4,76.1,27.7,65.1,32.7,7,2.3,11.8,NA,NA,NA,NA,-3266243,21046,2137771,370800,NA,NA,NA,NA,NA,59.7,8.3,60.7,NA,639,NA,24.5,52.7,54.1,88.2,NA,26793,6.2,100,7,18.1,24.5,NA,NA,NA,97.2,92.6,1,NA,100,1.9,99,25.2,28.3,NA,NA,5. Emerging region: G20,3. Upper middle income,South America,Americas,South America,Latin America & Caribbean,-65.4103305713681,6.4206298830001,22.9399963378906,24.3000122070313,25.5800109863281,25.1499877929688,24.4925018310547,28435943,333,16,142,11.7105312807808,0.562668169647126,4.99368000561824,0.03709327155152,572.9730380543,18364.9223817944,1.87907052514506e-17,2.8963261538466e-15,6.250636565854e-271,1,26,0.188487786812445,10.2732922507097,18352.3981788326,6.67600238056103e-18,3.75785108603422e-70,0,1,9,0.076592859094922,165.355288162988,18356.7847137296,3.62504698447455e-40,8.01454822198061e-62,0,1,28,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGB,British Virgin Islands,29802,NA,NA,NA,NA,198.7,NA,NA,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,24.1,9.1,47.7,NA,NA,6.2,NA,14.2,NA,NA,NA,NA,NA,128.8,95.5,1,NA,100,NA,NA,NA,36.5,0.726,99.4,2. Developed region: nonG7,1. High income: OECD,North America,Americas,Caribbean,Latin America & Caribbean,-64.6419328469195,18.4184634460001,27.2400146484375,26.4599853515625,27.3099914550781,26.2700134277344,26.8200012207031,30237,6,1,3,198.432384165096,33.072064027516,99.2161920825479,0.056360427559345,7.89516020956754,18360.1957831789,3.67979590365358e-9,1.00648718675659e-12,1.31806909575993e-278,1,28,0.024129555819299,0.259683193164633,18300.7506340512,0.665680683536499,0.349729819850073,2.65351654921153e-156,0,98,0.283123524297817,2.96849893482088,18363.1307852236,6.4761384963374e-14,2.31838151498175e-61,0,1,19,2020-03-28,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,Vietnam,95540395,71.2,79.4,23.2,69.6,308.1,6.3,2,64.1,98.8,101.6,5.9,0.7,-399999,334475,47049671,16374195,6930,245213686369.157,6.7,NA,NA,77.4,37.4,88.3,0.5,4286.5,2.3,39.3,48.1,7.6,35.9,NA,3919,1.8,100,6,17.1,20.7,0.82,NA,4.3,109.2,110,NA,77.7,100,3.9,126,2.1,30.5,0.693,37,5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,107.85285441103,15.9624291035001,20.1,21.1799865722656,21.0100036621094,23.4999938964844,21.4474960327149,97338583,270,0,219,2.77382299678638,0,2.24987865294895,0.099274144462532,284.292361665123,18341.1113630065,6.7203903618841e-38,8.46790623414354e-87,0,1,24,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.091364059681572,259.686463606467,18356.8184086213,3.07405501839431e-24,1.93486821563554e-48,0,1,38,2020-01-23,98,261004,2681.40332390086,units unclear,2020-04-29,NA,NA,NA,NA,NA
XKX,Kosovo,1845300,70,74.5,NA,NA,NA,7,2,NA,52.5,26.7,8.8,4.3,NA,NA,NA,NA,11540,7938990793.20113,NA,21.6,29,NA,NA,NA,NA,278.4,0.8,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,29.1,0.69,NA,6. Developing region,4. Lower middle income,Europe,Europe,Southern Europe,Europe & Central Asia,20.896300907978,42.5555301925,1.7499938964844,-0.989996337890602,2.45000610351565,4.3799987792969,1.89750061035159,1810366,806,22,271,445.213840737177,12.1522388290545,149.693487394262,0.05371108781875,1571.10343250731,18372.6577525787,1.4978826938038e-26,1.19126889060233e-21,3.15496193301883e-299,1,25,0.084517452615653,32.8018700544103,18369.1043875458,2.66695271495971e-26,1.92411072699245e-31,0,1,12,0.026259464928534,4044.17815440298,18420.3991747892,2.79328637526269e-11,0.035132846630357,2.6506887229948e-216,1,36,2020-03-26,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEM,"Yemen, Rep.",28498687,64.4,67.8,39.6,57.5,54,6,3.8,63.4,NA,NA,NA,NA,-150000,31154,336310,NA,NA,26914402223.7828,NA,NA,NA,38,29,8.3,NA,137.4,NA,44.6,1,0.8,36.6,35.3,81,0.9,100,5.4,30.6,55,NA,0.7,NA,NA,NA,NA,42.8,79.2,12.4,91,14.1,19.5,NA,NA,7. Least developed region,4. Lower middle income,Asia,Asia,Western Asia,Middle East & North Africa,47.485854502638,15.8023949240001,21.9999938964844,19.9800048828125,21.9800048828125,23.4599853515625,21.854997253418,29825968,6,2,1,0.201166983079979,0.06705566102666,0.03352783051333,0.021665064337272,233815843.443744,18513.978757254,0.824339417904476,0.990304139938301,7.77732796872185e-41,0,97,0.021770787059722,0.04507354288175,18300.0350957594,0.920303995007825,0.837214155551399,3.49813188184057e-90,1,19,36.0615226319327,1,18375.098423476,2.77443893802679e-75,0,0,1,58,2020-04-10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,South Africa,57779622,60.5,67.4,29.1,65.6,47.6,9.4,2.4,33.6,28.3,29.6,13.4,0.3,727026,489,23921748.1,4892400,13250,368288939768.322,NA,NA,NA,56,5.1,79.1,NA,13008.7,1,79.8,7.6,8,66.4,14.5,821,9,100,12.7,26.2,33.8,0.8,NA,5.9,100.9,NA,1,74.7,84.4,8.9,125,27,27.1,0.463,NA,5. Emerging region: G20,3. Upper middle income,Africa,Africa,Southern Africa,Sub-Saharan Africa,26.1208916540715,-28.4745915729999,22.4800048828125,23.5400024414063,22.3000122070313,20.2499938964844,22.1425033569336,59308690,5647,103,2073,95.2137030846576,1.73667636226664,34.9527194075607,0.020330214383288,38144.1543593316,18415.0536683191,2.33164670746833e-11,0.006359757090918,1.0557104163007e-210,1,41,0.055108609180057,233.023043802828,18377.8558901897,8.99172812873601e-32,1.32892717446513e-21,7.33657748474707e-303,1,10,0.058716563848804,5079.3391727343,18380.1159210091,1.60792971941916e-11,2.66225335984053e-6,1.2542712491434e-268,1,18,2020-03-05,56,230686,3889.58177966838,units unclear,2020-05-02,NA,NA,NA,NA,NA
